INdex,INdex.1,INdex.1.1,Magnitude,Station Name,Epicenter distance,Hypocenter distance,Focal depth,Station_Lon,Station_Lat,Epicenter_Lon,Epicenter_Lat,PGA,Tau_p,Tau_c,Origin Time,Rec Start Time,Vs30,Vs_20,Vs_10,Vs_5,PI_v,T_va,RSSC Vel,CAV,CAD,ID_2,IV_2,Arias intensity UD,Arias intensity NS,Arias intensity EW,PGV UD 3 sec,PGD UD 3 sec,PGA UD 3 sec,Max Acc Index UD,Max Acc Index NS,Max Acc Index EW,Max Vel Index UD,Max Disp Index UD,Total PGV UD,Total PGD UD,Total PGV NS,Total PGD NS,Total PGV EW,Total PGD EW,V VS ACC
849,849,849,4.2,EHM011,67.9406207,84.95250403,51,132.4336,33.4496,132.745,34.003,3.914,1.5,3.143859375,17:02:00,17:02:55,346,231,175,118,-8.501353785,0.287137052,0.038969114,0.586007373,0.27297372,3.79E-06,1.51E-05,0.080969699,0.177413519,0.339805746,0.003939466,0.00224446,0.086204123,135,209,18,258,293,0.001161891,7.06E-05,0.001306609,8.77E-05,0.001298179,6.20E-05,0.045699281
850,850,850,4.2,EHM012,88.32957342,101.9956545,51,132.5727,33.2217,132.745,34.003,3.163,1.5,2.888475166,17:02:00,17:02:59,1164,776,388,242,-5.753855625,0.154487297,0.077129842,1.154824376,0.514965134,1.25E-05,5.94E-05,0.395672958,0.203823047,0.098458395,0.011206513,0.004198707,0.455782429,33,33,23,62,299,0.000355484,2.52E-05,0.0003056,2.45E-05,0.000432347,2.34E-05,0.024587417
851,851,851,4.2,EHM016,26.58627587,57.51373805,51,132.7088,33.7658,132.745,34.003,4.478,1.5,3.197031227,17:02:00,17:02:47,297,198,156,110,-7.996469487,0.804587781,0.077458386,1.205171496,0.570918039,1.55E-05,5.97E-05,0.435325676,0.072602494,0.025049043,0.007897557,0.004862298,0.061673583,2,142,116,299,299,0.00112699,7.78E-05,0.000770785,3.98E-05,0.000558253,2.14E-05,0.128054123
852,852,852,4.2,HRS003,90.64845359,104.0102982,51,132.8418,34.8143,132.745,34.003,3.599,0.010989011,0.844866257,17:02:00,17:03:00,519,346,173,103,-4.512827604,0.096329153,0.057073898,0.71319695,0.110700566,5.89E-07,3.26E-05,0.124193856,0.137065086,0.150618867,0.016961708,0.001119925,1.106347906,24,55,41,22,35,0.014139981,0.000315492,0.018713804,0.000486879,0.016155864,0.000310051,0.015331261
853,853,853,4.2,HRS004,91.16126402,104.4575323,51,132.2772,34.7262,132.745,34.003,3.723,1.5,1.844395165,17:02:00,17:02:59,1407,938,469,302,-5.620374852,0.086538744,0.04758464,0.641295577,0.209183436,1.95E-06,2.26E-05,0.150125964,0.068636426,0.115882013,0.008137541,0.001675982,0.590829935,66,72,53,34,297,0.000538607,3.57E-05,0.000342842,2.18E-05,0.000374342,2.98E-05,0.013773069
854,854,854,4.2,HRS005,99.11272627,111.4644899,51,133.2807,34.777,132.745,34.003,3.499,0.010714286,1.088019986,17:02:00,17:03:02,730,487,266,172,-5.678628876,0.092357529,0.062019091,0.827776332,0.159865135,1.15E-06,3.85E-05,0.127222795,0.433922369,0.201358019,0.009523957,0.001085831,0.647925405,117,119,87,59,180,0.009056749,0.000377811,0.017726531,0.00077993,0.017626276,0.000275112,0.014699157
855,855,855,4.2,HRS006,79.9531308,94.83408209,51,132.4077,34.6659,132.745,34.003,8.61,0.085714286,0.685323218,17:02:00,17:02:57,719,480,240,145,-5.495618564,0.0873018,0.050752521,0.700649753,0.083619033,3.06E-07,2.57E-05,0.09781162,0.410464445,0.13640472,0.010371504,0.000609762,0.746446042,141,289,20,7,98,0.000584582,3.56E-05,0.00038916,2.58E-05,0.000334135,1.94E-05,0.013894513
856,856,856,4.2,HRS008,67.61437449,84.69181565,51,132.7193,34.6107,132.745,34.003,11.557,1.5,3.183695305,17:02:00,17:02:54,512,341,228,137,-9.261553382,0.714013176,0.041643633,0.657186739,0.305417179,4.43E-06,1.72E-05,0.101051838,0.018428078,0.251556061,0.004329941,0.002575611,0.038102692,32,42,20,299,299,0.000686648,4.08E-05,0.000490431,2.08E-05,0.000879219,6.47E-05,0.113638726
857,857,857,4.2,HRS009,69.24782731,86.00152084,51,132.2794,34.4926,132.745,34.003,19.544,1.5,3.063897239,17:02:00,17:02:45,583,389,249,163,-2.09128583,0.184503899,0.330149951,4.419380248,2.488657312,0.000258892,0.001088754,12.54688969,3.40598826,1.766270662,0.07110382,0.014856968,2.421403988,7,15,138,14,299,0.000469497,3.62E-05,0.000454038,2.73E-05,0.000885064,7.42E-05,0.029364708
858,858,858,4.2,HRS011,77.31720488,92.62262235,51,133.2362,34.5676,132.745,34.003,3.325,1.5,3.189136042,17:02:00,17:02:57,789,526,330,221,-5.481815007,0.892313998,0.320214289,4.952008477,2.324313335,0.000263089,0.001021214,6.064859518,3.425959131,107.998132,0.029359629,0.019835032,0.206734386,3,58,10,284,299,0.003773888,0.000270025,0.003649365,0.000190089,0.014523905,0.001061944,0.142016184
859,859,859,4.2,HRS012,47.21406783,69.49941151,51,132.7422,34.4276,132.745,34.003,16.593,1.5,3.232799119,17:02:00,17:02:50,506,337,176,111,-6.23970986,0.484824333,0.140331071,2.179634965,1.039710598,5.19E-05,0.000196097,1.224917945,0.084241316,2.22827511,0.013223386,0.008634435,0.171371315,210,91,126,269,299,0.002674091,0.000123437,0.00198301,7.45E-05,0.002727966,0.000156689,0.077162189
860,860,860,4.2,HRS013,49.61200668,71.15020173,51,132.4505,34.3768,132.745,34.003,13.866,1.5,3.192924998,17:02:00,17:02:43,179,119,119,118,-3.962427693,0.804136903,0.707663846,10.93270371,5.154531055,0.001287417,0.004985418,31.48938765,4.131691778,78.94183674,0.067596334,0.043905794,0.528169139,30,29,3,293,299,0.010331171,0.00059748,0.00450471,0.000220373,0.013031897,0.000939195,0.127982363
861,861,861,4.2,HRS014,53.42871842,73.86222277,51,132.2766,34.2869,132.745,34.003,20.775,1.5,3.199132281,17:02:00,17:02:51,278,185,160,125,-5.673448624,0.79345446,0.212104197,3.287850771,1.544987536,0.000116098,0.000447837,2.655062638,8.327929519,0.061578002,0.021515647,0.013121814,0.170377513,288,5,10,290,299,0.002961743,0.000167894,0.003616212,0.000257264,0.001727798,6.52E-05,0.126282199
862,862,862,4.2,HRS017,54.36467604,74.54205525,51,133.0832,34.404,132.745,34.003,19.718,1.5,1.483265812,17:02:00,17:02:44,1146,764,382,191,-1.438082709,0.094644895,0.203718302,2.064336117,0.740200383,2.31E-05,0.000414549,1.509859458,1.228548023,0.758692724,0.093320422,0.004208542,6.195257602,14,30,22,16,276,0.000360992,2.29E-05,0.000496761,3.43E-05,0.000477732,2.53E-05,0.015063203
863,863,863,4.2,HRS021,110.994215,122.1503818,51,133.1171,34.9529,132.745,34.003,3.334,1.5,3.183737719,17:02:00,17:03:05,690,460,230,141,-1.890099545,0.201671726,0.797963471,12.28401517,5.80031228,0.001629428,0.006346295,39.33205234,0.905049968,16.47874612,0.077509054,0.049101002,2.414834058,61,159,138,296,299,0.019652552,0.000776861,0.013622664,0.000341157,0.01553579,0.000535362,0.032097052
864,864,864,4.2,KOC008,60.99862975,79.50995429,51,133.3465,33.7758,132.745,34.003,7.045,3,0.723787993,17:02:00,17:02:53,1376,917,459,264,-5.265047914,0.055340271,0.04548944,0.622548792,0.069456872,2.74E-07,2.07E-05,0.059866157,0.083131241,0.172798241,0.008900496,0.000705992,1.010538358,121,154,50,20,288,0.000481663,3.76E-05,0.000412078,3.00E-05,0.000558738,4.04E-05,0.008807678
865,865,865,4.2,KOC009,61.87955853,80.18777814,51,133.1718,33.5742,132.745,34.003,3.389,0.058823529,0.646315445,17:02:00,17:02:54,1312,875,437,316,-3.418597687,0.115435872,0.081458878,0.782793634,0.119812597,7.01E-07,6.63E-05,0.260508363,0.0897038,0.139116028,0.032556537,0.001027511,1.772055338,18,39,25,7,40,0.000443386,2.53E-05,0.000629656,3.94E-05,0.00044755,2.81E-05,0.01837219
866,866,866,4.2,YMG010,74.63531156,90.39596081,51,131.9822,34.2304,132.745,34.003,23.81,0.051724138,1.162500531,17:02:00,17:02:55,749,499,250,148,-3.885174967,0.05077082,0.093219355,1.315069471,0.267479646,2.97E-06,8.68E-05,0.215776505,0.099182567,0.206860632,0.016598831,0.001628028,2.054202233,117,35,123,116,276,0.000494396,3.47E-05,0.000602691,3.93E-05,0.000551826,3.11E-05,0.008080427
867,867,867,4.2,YMG013,111.5824732,122.6851593,51,131.5348,34.031,132.745,34.003,4.106,1.5,1.419285543,17:02:00,17:03:04,258,172,102,63,-6.938721594,0.068188629,0.030968637,0.421618727,0.099990961,4.89E-07,9.58E-06,0.03954037,0.211190032,0.106638152,0.005255962,0.000898566,0.484306339,174,203,249,281,294,0.005037812,0.00016919,0.007270945,0.000294357,0.011334983,0.00065386,0.010852557
868,868,868,4.2,YMG015,62.52604316,80.68770707,51,132.0758,34.0966,132.745,34.003,7.66,1.5,3.199824297,17:02:00,17:02:53,755,503,252,198,-5.016782295,0.948911851,0.441709538,6.841027095,3.224637564,0.000503911,0.001942948,12.43962624,7.227903449,0.510051365,0.040592432,0.027431866,0.268781315,21,21,244,289,299,0.005406604,0.000381708,0.004422776,0.000285451,0.002401297,7.64E-05,0.151024012
869,869,869,4.2,YMG016,55.53687073,75.40122022,51,132.1766,34.1699,132.745,34.003,14.849,1.5,3.041257212,17:02:00,17:02:44,309,206,241,366,-9.481779468,0.278698081,0.018306697,0.260688063,0.124521139,7.82E-07,3.34E-06,0.026036695,0.290429766,0.080134292,0.001992635,0.001077864,0.044923512,42,149,280,43,299,0.00096203,4.01E-05,0.001264094,8.22E-05,0.000807614,4.91E-05,0.044356177
870,870,870,4.2,YMG017,59.51985368,78.38120299,51,132.1011,33.9649,132.745,34.003,8.56,1.5,2.601362308,17:02:00,17:02:44,177,118,74,43,-9.068733197,0.300840525,0.02229291,0.31247317,0.129887521,8.47E-07,4.94E-06,0.02561892,0.004781384,0.118413367,0.003255461,0.001207421,0.067991719,76,41,217,289,299,0.001986601,6.91E-05,0.000719208,4.19E-05,0.001717849,8.41E-05,0.047880257
871,871,871,4.2,YMG018,37.35794101,63.21879275,51,132.3561,33.9091,132.745,34.003,8.042,0.010309278,0.707788471,17:02:00,17:02:48,590,393,197,98,-3.706112362,0.068716862,0.11337441,1.571670443,0.197180542,1.63E-06,0.000128481,0.277381526,0.19415406,0.399003632,0.018984496,0.001348206,1.735863689,8,227,30,7,234,0.00042839,2.93E-05,0.000529649,3.70E-05,0.000701791,5.43E-05,0.010936628
872,872,872,4.2,YMG019,60.4462585,79.08697849,51,132.1205,33.8388,132.745,34.003,4.471,0.010752688,0.511126116,17:02:00,17:02:52,1531,1021,618,356,-4.278197377,0.082046064,0.072113041,0.967700653,0.082024599,3.43E-07,5.19E-05,0.116837559,0.211542255,0.175143213,0.01530551,0.000967898,1.172114195,124,162,76,123,296,0.00042275,2.37E-05,0.00061491,3.71E-05,0.000633184,3.82E-05,0.013058037
873,873,873,4,HRS003,68.37454632,69.59941511,13,132.8418,34.8143,133.342,35.273,6.822,1.5,3.150144798,19:57:00,19:57:44,519,346,173,103,-8.068654345,0.599374227,0.059134578,0.902152116,0.422565251,8.75E-06,3.48E-05,0.204801279,0.912358488,3.079103759,0.00592074,0.003690298,0.062066581,111,7,4,286,299,0.000905733,4.32E-05,0.002144067,0.000116125,0.002693311,0.000188176,0.095393371
874,874,874,4,HRS006,108.6486334,109.4236059,13,132.4077,34.6659,133.342,35.273,3.15,1.5,3.147810728,19:57:00,19:57:54,719,480,240,145,-6.788730902,0.195436575,0.059907313,0.909359053,0.425336716,8.98E-06,3.58E-05,0.165943243,0.011652848,0.254483232,0.00700995,0.00356478,0.225366299,220,237,222,284,299,0.002844349,6.78E-05,0.004471862,9.01E-05,0.006283114,9.77E-05,0.031104697
875,875,875,4,HRS008,92.97855336,93.88296643,13,132.7193,34.6107,133.342,35.273,2.959,0.096774194,0.469184417,19:57:00,19:57:51,512,341,228,137,-6.915420936,0.094900963,0.029315505,0.374404598,0.030934445,4.78E-08,8.57E-06,0.024215555,0.039928818,0.046144158,0.005851056,0.000289674,0.387385647,154,112,131,142,299,0.005283091,0.00013791,0.00951802,0.00022552,0.007681402,0.000218705,0.015103957
876,876,876,4,HRS021,41.05332783,43.06246308,13,133.1171,34.9529,133.342,35.273,6.456,1.5,3.192739025,19:57:00,19:57:31,690,460,230,141,-6.56308796,0.730210554,0.135083328,2.088321417,0.986165244,4.69E-05,0.000181677,1.187590849,1.280986295,0.112291282,0.013106656,0.00841549,0.112777811,284,116,126,285,299,0.001422344,0.00010814,0.001949721,0.00010026,0.000746814,3.60E-05,0.116216619
877,877,877,4,SMN004,40.12010512,42.17372209,13,132.9004,35.2881,133.342,35.273,8.236,1.5,3.181680394,19:57:00,19:57:35,438,292,157,91,-4.955108634,0.308246789,0.249319289,3.86468726,1.813767094,0.000158681,0.00061883,4.103837281,3.145658464,2.546536076,0.024318646,0.015487832,0.495702037,161,203,174,298,299,0.003753717,0.000191101,0.002281205,0.000169217,0.002715744,0.000182147,0.049059
878,878,878,4,SMN016,48.665548,50.37197199,13,132.8146,35.1957,133.342,35.273,7.66,1.5,3.206912231,19:57:00,19:57:38,432,288,144,86,-4.552514677,0.847203117,0.517257217,8.011319485,3.784939148,0.000694043,0.002664233,16.47122662,40.09596264,17.30259559,0.047721121,0.032003323,0.353918254,36,3,3,291,299,0.007104362,0.000422769,0.009665134,0.000646095,0.008616195,0.000444318,0.134836564
879,879,879,4,TTR005,47.13952041,48.89922683,13,133.8253,35.429,133.342,35.273,3.763,1.5,3.229026926,19:57:00,19:57:38,330,220,110,106,-7.260279504,0.713297757,0.102534132,1.58991868,0.755362033,2.77E-05,0.000104771,0.601971529,2.306557016,7.180963755,0.009273634,0.00619881,0.081688135,296,7,2,287,299,0.00148311,9.73E-05,0.002917639,0.000159143,0.0040789,0.00029899,0.113524864
882,882,882,4,SMN001,25.40228724,26.34912137,7,133.1612,35.5372,133.294,35.336,13.163,0.1,0.762184324,06:08:00,06:08:30,531,354,177,117,-3.19652031,0.083290169,0.194456003,2.604991027,0.328861922,5.56E-06,0.000377864,0.90276917,1.383469704,1.167593425,0.032424605,0.003003484,2.446024548,77,105,93,35,230,0.000564542,3.49E-05,0.000762484,4.90E-05,0.00058206,3.29E-05,0.013256042
883,883,883,4,SMN004,36.10897794,36.78122195,7,132.9004,35.2881,133.294,35.336,3.221,1.5,3.209389726,06:08:00,06:08:33,438,292,157,91,-6.464037435,0.87287846,0.166652899,2.587326223,1.223976847,7.22E-05,0.000276537,1.803207273,2.316297978,1.241337751,0.015531843,0.010351673,0.111801871,14,9,271,296,299,0.001986331,0.000142123,0.002238728,0.00016066,0.001590533,0.000129247,0.138922922
885,885,885,4,SMN016,46.235476,46.76236992,7,132.8146,35.1957,133.294,35.336,4.187,1.5,3.162038195,06:08:00,06:08:30,432,288,144,86,-7.785055719,0.193222225,0.048681613,0.761085925,0.350918126,5.98E-06,2.36E-05,0.151090509,0.034576385,0.006309009,0.004464122,0.002989653,0.145163989,39,27,93,299,299,0.001383282,5.12E-05,0.000931188,3.48E-05,0.000510162,3.86E-05,0.030752272
886,886,886,4,TTR005,49.26398222,49.75881775,7,133.8253,35.429,133.294,35.336,2.504,0.073170732,1.023689289,06:08:00,06:08:37,330,220,110,106,-6.239579215,0.073760569,0.040165543,0.554468586,0.099185123,4.28E-07,1.61E-05,0.047504832,0.039435884,0.041475372,0.006517193,0.000657639,0.555157487,77,57,164,165,213,0.000448674,2.96E-05,0.000546337,3.32E-05,0.000463061,1.77E-05,0.011739359
887,887,887,4,HRS001,28.61562827,29.99756959,9,132.9018,35.0337,132.717,35.242,12.445,1.5,1.840159084,12:23:00,12:23:23,591,394,197,122,-3.073017907,0.102872568,0.154394802,1.903976716,0.704621375,2.04E-05,0.000238349,1.367299097,0.818670038,0.476730639,0.036727498,0.00404572,2.243218771,27,46,25,14,264,5.45E-05,2.57E-06,7.11E-05,4.10E-06,5.68E-05,2.74E-06,0.016372678
888,888,888,4,HRS003,48.89682136,49.71819727,9,132.8418,34.8143,132.717,35.242,4.008,0.010714286,1.74239871,12:23:00,12:23:33,519,346,173,103,-5.100458549,0.134677901,0.04538667,0.577964769,0.195732169,1.58E-06,2.06E-05,0.096124682,0.079937018,0.36083733,0.013724659,0.001140922,0.640302338,6,83,67,5,291,0.000107456,6.88E-06,0.000188464,5.82E-06,0.000305345,1.62E-05,0.021434654
889,889,889,4,HRS005,72.86370648,73.41743473,9,133.2807,34.777,132.717,35.242,1.823,1.5,1.622703012,12:23:00,12:23:41,730,487,266,172,-5.406856432,0.126833477,0.060596997,0.792759218,0.243858494,2.45E-06,3.67E-05,0.238032724,0.111323592,2.530736267,0.012527666,0.001386916,0.620606216,60,23,11,62,273,0.000427255,2.21E-05,0.000381482,2.37E-05,0.000198427,1.08E-05,0.020186175
890,890,890,4,HRS021,48.56270797,49.38964067,9,133.1171,34.9529,132.717,35.242,2.16,1.5,2.179225176,12:23:00,12:23:34,690,460,230,141,-7.730226057,0.060779753,0.016711896,0.235163417,0.082465386,3.35E-07,2.79E-06,0.010506266,0.460412692,0.042583625,0.002529486,0.000716265,0.261488837,126,232,108,100,299,0.00200546,2.13E-05,0.001085083,6.95E-05,0.001149435,2.83E-05,0.009673398
891,891,891,4,OKY001,92.30090711,92.73865134,9,133.7314,35.1945,132.717,35.242,2.297,1.5,3.200107109,12:23:00,12:23:45,344,229,128,69,-6.962839704,0.207639405,0.073345866,1.134500519,0.536177678,1.39E-05,5.36E-05,0.3477385,0.385171756,1.349777829,0.006982661,0.004555552,0.211295885,105,35,163,286,299,0.001307252,5.75E-05,0.001049049,6.48E-05,0.001867651,0.000118881,0.033046838
892,892,892,4,OKY004,78.0728412,78.58987551,9,133.5018,34.9579,132.717,35.242,2.027,0.010600707,1.316775473,12:23:00,12:23:41,733,488,244,161,-7.523969992,0.107407943,0.025635195,0.356476928,0.081206227,2.88E-07,6.57E-06,0.033915811,0.27740013,0.075928031,0.003981072,0.000551664,0.232886048,17,53,72,23,67,0.000130523,7.52E-06,0.000221137,1.48E-05,0.000109959,7.09E-06,0.017094505
893,893,893,4,OKY005,95.8254889,96.24720423,9,133.7317,35.0098,132.717,35.242,2.026,1.5,3.194044841,12:23:00,12:23:46,464,309,155,92,-8.664873486,1.196632916,0.080800648,1.249651086,0.587878563,1.68E-05,6.50E-05,0.397300242,0.252403294,0.002317392,0.007436525,0.005011061,0.039047118,4,298,277,289,299,0.000973309,6.67E-05,0.000789339,5.28E-05,0.000444313,1.07E-05,0.190450044
894,894,894,4,SMN001,51.95048737,52.72431259,9,133.1612,35.5372,132.717,35.242,2.029,0.010344828,1.05705264,12:23:00,12:23:34,531,354,177,117,-4.960382805,0.123448567,0.057104902,0.767310073,0.1466531,9.23E-07,3.26E-05,0.110065548,0.243543209,0.389309134,0.013961418,0.00097798,0.710596943,14,98,76,12,276,6.93E-05,4.61E-06,9.56E-05,5.11E-06,7.51E-05,4.27E-06,0.01964745
899,899,899,4,SMN009,51.7635488,52.54012737,9,132.2227,35.0112,132.717,35.242,6.007,1.5,3.148899333,12:23:00,12:23:33,438,292,152,102,-7.881505329,0.370390725,0.057032169,0.876779719,0.408933662,8.13E-06,3.24E-05,0.214205671,0.01107113,2.807548767,0.006031006,0.003524445,0.102307985,23,163,22,285,299,0.001028184,5.33E-05,0.001657498,3.50E-05,0.002790567,0.000173458,0.058949515
900,900,900,4,SMN015,43.33718415,44.26185186,9,133.1704,35.3644,132.717,35.242,2.513,1.5,1.519092489,12:23:00,12:23:31,995,663,462,455,-6.259249537,0.09822886,0.033802838,0.467640741,0.126868824,6.68E-07,1.14E-05,0.042961071,0.019901417,0.075611804,0.006969002,0.000818555,0.445770519,0,5,291,28,264,0.000269935,1.69E-05,7.52E-05,2.23E-06,8.17E-05,3.85E-06,0.015633609
902,902,902,4,TTR005,102.6616847,103.0554293,9,133.8253,35.429,132.717,35.242,2.548,1.5,3.177970848,12:23:00,12:23:48,330,220,110,106,-7.330366053,0.56214507,0.076610357,1.178763945,0.554986742,1.50E-05,5.85E-05,0.372994776,0.003597246,0.998976602,0.008245195,0.00476435,0.092157864,288,54,285,290,299,0.001531387,6.43E-05,0.000701383,1.69E-05,0.001731899,0.000110518,0.089468167
903,903,903,4,TTR007,70.11011237,70.68541474,9,133.4876,35.2826,132.717,35.242,4.577,1.5,3.213734859,12:23:00,12:23:38,764,509,255,150,-9.714785308,0.788771208,0.03606706,0.559078036,0.265214485,3.39E-06,1.30E-05,0.084353209,0.05597874,0.035882759,0.003377372,0.002243107,0.026903434,73,220,6,299,299,0.000472701,3.29E-05,0.000466089,2.54E-05,0.000460006,1.97E-05,0.125536837
904,904,904,4,TTR008,59.25191306,59.93153762,9,133.3301,35.4258,132.717,35.242,4.612,1.5,2.984394565,12:23:00,12:23:36,179,120,92,63,-8.19533932,0.242223904,0.026684566,0.392292503,0.183039411,1.60E-06,7.10E-06,0.036982168,0.098139263,0.009470108,0.003688524,0.001480369,0.095678744,296,264,229,267,297,0.001678305,6.76E-05,0.001206545,6.89E-05,0.001081004,5.44E-05,0.038551132
921,921,921,4.1,HRS001,49.36809312,50.57873682,11,132.9018,35.0337,133.319,35.318,10.165,1.5,3.070516406,14:43:00,14:43:41,591,394,197,122,-7.779466356,0.260941687,0.04811327,0.734736478,0.334062783,5.51E-06,2.31E-05,0.133185084,2.476925511,12.52055773,0.004996306,0.002883429,0.12030549,5,5,55,263,299,0.001588476,6.56E-05,0.003720295,0.000214797,0.005924601,0.000380893,0.041530159
922,922,922,4.1,HRS002,47.19053022,48.45561002,11,133.2755,34.8951,133.319,35.318,12.274,1.5,3.071238944,14:43:00,14:43:46,833,555,278,175,-6.671900448,0.259793859,0.077019927,1.139679458,0.530463306,1.41E-05,5.90E-05,0.376874219,129.0354003,4.897149608,0.008363775,0.004872903,0.202280175,234,3,238,286,299,0.001538379,7.93E-05,0.016215742,0.001176361,0.006880842,0.000279236,0.041347477
923,923,923,4.1,HRS003,70.87454296,71.72308443,11,132.8418,34.8143,133.319,35.318,3.694,1.5,3.185713073,14:43:00,14:43:54,519,346,173,103,-6.242902338,1.381587859,0.263215007,4.07870544,1.912895274,0.000177341,0.00068985,4.358867076,1.538226956,1.342438238,0.024757554,0.016397351,0.112592403,2,11,6,293,299,0.003467997,0.00022904,0.002628484,0.000151074,0.003582653,0.00014508,0.219886537
924,924,924,4.1,HRS009,131.9491494,132.4068655,11,132.2794,34.4926,133.319,35.318,3.216,1.5,3.182248638,14:43:00,14:44:10,583,389,249,163,-5.134923439,0.379623149,0.240852101,3.743782265,1.757059057,0.000148283,0.000578072,3.687594175,29.14632524,5.760939969,0.024419047,0.014759697,0.404162382,87,15,133,286,299,0.006847544,0.0003037,0.020329545,0.000770097,0.015358414,0.000957588,0.060418901
925,925,925,4.1,HYG013,136.3157347,136.7588372,11,134.7634,34.989,133.319,35.318,2.591,1.5,2.553827279,14:43:00,14:44:14,506,337,212,143,-5.532226812,0.070189538,0.047333582,0.669812544,0.27313551,3.69E-06,2.23E-05,0.113238289,51.25152099,11.31409857,0.008277951,0.002372466,0.741020723,252,18,261,251,299,0.006007057,0.000122169,0.013406181,0.000720749,0.008591939,0.000408572,0.011171012
926,926,926,4.1,OKY002,68.16386232,69.0457249,11,134.05,35.1787,133.319,35.318,3.444,1.5,3.255294983,14:43:00,14:43:52,1101,734,367,258,-8.227059539,0.402460892,0.049395842,0.777041848,0.368960977,6.52E-06,2.43E-05,0.139591511,3.591605972,1.549768049,0.004791937,0.003001092,0.074811316,72,11,3,278,299,0.001104276,5.36E-05,0.003232341,0.000244797,0.002323935,0.000132619,0.06405364
927,927,927,4.1,OKY005,50.81199159,51.98902277,11,133.7317,35.0098,133.319,35.318,6.556,1.5,3.153807901,14:43:00,14:43:41,464,309,155,92,-4.994818632,0.287157692,0.172270142,2.636364212,1.237483276,7.45E-05,0.000295607,1.944809438,1.291616391,0.860280325,0.020071947,0.010708575,0.439186434,285,273,248,287,299,0.005068539,0.000141341,0.010813052,0.00025096,0.009152926,0.000266349,0.045702566
928,928,928,4.1,OKY007,65.43191002,66.35009306,11,133.6121,34.7807,133.319,35.318,3.651,1.5,3.236594705,14:43:00,14:43:52,512,342,183,104,-7.761137142,0.318764499,0.063364789,1.000509427,0.473151695,1.06E-05,4.00E-05,0.210979168,1.699049046,2.089470616,0.005779645,0.00375303,0.113922922,50,3,5,295,299,0.001308156,5.81E-05,0.00360733,0.000152049,0.003882848,0.000151286,0.050732946
929,929,929,4.1,OKY009,83.24165174,83.96530584,11,134.0923,34.9176,133.319,35.318,3.255,1.5,3.096475878,14:43:00,14:43:57,602,401,201,119,-8.267838071,0.195159561,0.03733147,0.571422108,0.262134827,3.37E-06,1.39E-05,0.088049171,1.657067026,0.480327679,0.003933211,0.002318161,0.126630196,116,32,295,299,299,0.001016127,3.20E-05,0.002293486,0.000158347,0.002262602,9.78E-05,0.031060609
930,930,930,4.1,OKY013,91.57064285,92.2289685,11,133.5099,34.5095,133.319,35.318,2.952,1.5,3.076622458,14:43:00,14:44:00,678,452,226,133,-5.092750909,0.230882255,0.118026188,1.760570079,0.826387972,3.29E-05,0.000137373,0.825588973,3.30605941,0.027013076,0.019640027,0.006975137,0.53447991,285,292,289,299,299,0.008064956,0.00021984,0.012754258,0.000318114,0.008905206,0.000248255,0.036746052
931,931,931,4.1,SMN002,28.42118197,30.47562279,11,133.0682,35.4714,133.319,35.318,8.712,1.5,3.201886912,14:43:00,14:43:41,184,123,81,49,-5.923095015,1.160178319,0.278319862,4.308738737,2.035553047,0.00020026,0.000771154,4.938807902,0.152428698,0.331595823,0.026325508,0.01716636,0.142571227,13,172,6,299,299,0.003424578,0.000269487,0.002216612,0.000178387,0.002967231,0.00015862,0.184648114
932,932,932,4.1,SMN003,25.66559939,27.92352041,11,133.0929,35.1795,133.319,35.318,17.521,1.5,3.179558878,14:43:00,14:43:37,544,363,181,102,-4.60880858,0.737646116,0.371967885,5.726513796,2.699986654,0.000352671,0.001377196,9.247672062,0.053297286,28.89794511,0.036972078,0.023242148,0.314923933,226,135,295,297,299,0.004916939,0.000273758,0.004719091,9.44E-05,0.007962418,0.000561892,0.117400026
933,933,933,4.1,SMN004,38.13185788,39.68675579,11,132.9004,35.2881,133.319,35.318,7.73,1.5,3.195825539,14:43:00,14:43:43,438,292,157,91,-4.848631221,0.889785094,0.380956454,5.894180372,2.776556594,0.000373889,0.001445227,9.055209619,1.296381248,0.620064361,0.035622768,0.023683481,0.25154889,258,211,180,296,299,0.004273539,0.000307422,0.006256377,0.000157402,0.005538516,0.000152291,0.141613696
934,934,934,4.1,SMN008,88.45916543,89.14047312,11,132.5308,34.8523,133.319,35.318,4.075,1.5,3.196790571,14:43:00,14:43:58,698,465,233,159,-5.030628149,1.071951256,0.419186799,6.485228915,3.055878616,0.000452963,0.001749822,11.02545995,26.92458482,6.945188579,0.038892239,0.025996186,0.22796479,47,4,16,297,299,0.005206032,0.000362636,0.009198045,0.000541241,0.004859353,0.000293633,0.170606341
935,935,935,4.1,SMN016,47.77517347,49.02516905,11,132.8146,35.1957,133.319,35.318,6.085,1.5,3.169612895,14:43:00,14:43:46,432,288,144,86,-6.551404915,0.157454011,0.091781849,1.427981772,0.667524965,2.14E-05,8.39E-05,0.524599589,7.912852441,2.436770107,0.009572442,0.005576191,0.38198726,118,124,158,297,299,0.004193604,0.000103989,0.006455302,0.000304028,0.004262525,0.00022475,0.025059584
