INdex,INdex.1,INdex.1.1,Magnitude,Station Name,Epicenter distance,Hypocenter distance,Focal depth,Station_Lon,Station_Lat,Epicenter_Lon,Epicenter_Lat,PGA,Tau_p,Tau_c,Origin Time,Rec Start Time,Vs30,Vs_20,Vs_10,Vs_5,PI_v,T_va,RSSC Vel,CAV,CAD,ID_2,IV_2,Arias intensity UD,Arias intensity NS,Arias intensity EW,PGV UD 3 sec,PGD UD 3 sec,PGA UD 3 sec,Max Acc Index UD,Max Acc Index NS,Max Acc Index EW,Max Vel Index UD,Max Disp Index UD,Total PGV UD,Total PGD UD,Total PGV NS,Total PGD NS,Total PGV EW,Total PGD EW,V VS ACC
0,0,0,3.6,HRS002,55.06508144,56.35745908,12,133.2755,34.8951,133.297,35.39,6.411,1.5,3.230168205,07:40:00,07:40:56,833,555,278,175,-8.338710396,1.006709349,0.089777621,1.406416838,0.665501614,2.12E-05,8.03E-05,0.512579827,1.717400446,4.310719752,0.008146163,0.005520617,0.050842729,28,2,2,289,299,0.001015537,6.87E-05,0.005047277,0.000147831,0.003938851,0.000222354,0.160222769
1,1,1,3.6,HRS021,51.28022818,52.66556562,12,133.1171,34.9529,133.297,35.39,2.351,0.01010101,1.799248523,07:40:00,07:40:49,690,460,230,141,-10.93306866,0.113596546,0.004831385,0.070523486,0.020809956,1.91E-08,2.33E-07,0.003024153,0.059842428,0.003679344,0.000691947,0.000148572,0.038272544,15,156,262,179,299,0.000644561,4.32E-05,0.00086767,6.81E-05,0.000654176,4.69E-05,0.018079452
2,2,2,3.6,OKY005,57.85633392,59.08769224,12,133.7317,35.0098,133.297,35.39,3.544,1.5,3.139861759,07:40:00,07:40:57,464,309,155,92,-9.468282901,1.382456205,0.052330928,0.80798677,0.373731239,6.81E-06,2.73E-05,0.172399826,0.005524872,0.025560274,0.00518795,0.003284381,0.023578939,37,71,119,294,299,0.000593202,4.44E-05,0.000476826,2.14E-05,0.00072167,4.72E-05,0.220024739
7,7,7,3.6,TTR009,25.26647568,27.97132091,12,133.3063,35.1629,133.297,35.39,4.068,1.5,1.886227627,07:40:00,07:40:48,559,373,307,257,-4.927568866,0.071137005,0.068164534,0.917127916,0.312723693,4.19E-06,4.65E-05,0.151898261,0.273117335,0.190200371,0.012603606,0.001897413,1.113215131,89,84,140,16,269,0.000323215,2.31E-05,0.000492354,3.63E-05,0.000537844,3.40E-05,0.011321806
17,17,17,3.6,HRS002,55.06508144,56.35745908,12,133.2755,34.8951,133.297,35.39,6.411,1.5,3.230168205,07:40:00,07:40:56,833,555,278,175,-8.338710396,1.006709349,0.089777621,1.406416838,0.665501614,2.12E-05,8.03E-05,0.512579827,1.717400446,4.310719752,0.008146163,0.005520617,0.050842729,28,2,2,289,299,0.001015537,6.87E-05,0.005047277,0.000147831,0.003938851,0.000222354,0.160222769
18,18,18,3.6,HRS021,51.28022818,52.66556562,12,133.1171,34.9529,133.297,35.39,2.351,0.01010101,1.799248523,07:40:00,07:40:49,690,460,230,141,-10.93306866,0.113596546,0.004831385,0.070523486,0.020809956,1.91E-08,2.33E-07,0.003024153,0.059842428,0.003679344,0.000691947,0.000148572,0.038272544,15,156,262,179,299,0.000644561,4.32E-05,0.00086767,6.81E-05,0.000654176,4.69E-05,0.018079452
19,19,19,3.6,OKY005,57.85633392,59.08769224,12,133.7317,35.0098,133.297,35.39,3.544,1.5,3.139861759,07:40:00,07:40:57,464,309,155,92,-9.468282901,1.382456205,0.052330928,0.80798677,0.373731239,6.81E-06,2.73E-05,0.172399826,0.005524872,0.025560274,0.00518795,0.003284381,0.023578939,37,71,119,294,299,0.000593202,4.44E-05,0.000476826,2.14E-05,0.00072167,4.72E-05,0.220024739
24,24,24,3.6,TTR009,25.26647568,27.97132091,12,133.3063,35.1629,133.297,35.39,4.068,1.5,1.886227627,07:40:00,07:40:48,559,373,307,257,-4.927568866,0.071137005,0.068164534,0.917127916,0.312723693,4.19E-06,4.65E-05,0.151898261,0.273117335,0.190200371,0.012603606,0.001897413,1.113215131,89,84,140,16,269,0.000323215,2.31E-05,0.000492354,3.63E-05,0.000537844,3.40E-05,0.011321806
35,35,35,3.6,HRS002,43.14583771,45.67891539,15,133.2755,34.8951,133.325,35.281,10.321,1.5,3.214123748,17:29:00,17:29:23,833,555,278,175,-8.351204852,0.587014895,0.049716628,0.77108717,0.367512368,6.44E-06,2.46E-05,0.156962505,8.204583087,3.476434636,0.004863802,0.003055815,0.052060294,283,3,2,284,299,0.000692065,4.48E-05,0.003762963,0.000279773,0.002615452,0.000178719,0.093426322
36,36,36,3.6,HRS005,56.1872152,58.15499249,15,133.2807,34.777,133.325,35.281,11.656,1.5,2.788900991,17:29:00,17:29:27,730,487,266,172,-5.470916481,0.228005366,0.048692215,0.596445145,0.338219225,4.67E-06,2.37E-05,0.567689708,0.054430097,0.047413297,0.013080729,0.001789544,0.360468013,8,287,65,7,58,0.000469191,3.74E-05,0.000457554,2.64E-05,0.000466606,2.91E-05,0.036288181
37,37,37,3.6,HRS021,41.09237225,43.74452031,15,133.1171,34.9529,133.325,35.281,4.942,1.5,3.185525692,17:29:00,17:29:23,690,460,230,141,-7.978063639,1.206412443,0.101041114,1.56521992,0.733724802,2.61E-05,0.000101641,0.60849063,0.496564116,0.008605893,0.009512943,0.006277552,0.049544899,2,36,26,299,299,0.00122192,7.48E-05,0.002224186,0.00015974,0.000380244,3.23E-05,0.192006504
38,38,38,3.6,OKY004,39.36155555,42.12282108,15,133.5018,34.9579,133.325,35.281,7.123,1.5,2.201242667,17:29:00,17:29:22,733,488,244,161,-6.172088289,0.127488035,0.032841916,0.430376737,0.178911745,1.32E-06,1.08E-05,0.027376686,0.269282609,0.059601044,0.008014375,0.001074107,0.394984529,9,232,22,8,217,0.000517786,2.82E-05,0.000403821,2.85E-05,0.000373886,3.06E-05,0.020290351
44,44,44,3.6,HRS002,52.41711804,53.18415426,9,133.2755,34.8951,133.302,35.366,14.826,1.5,1.449980543,06:33:00,06:33:20,833,555,278,175,-6.683693153,0.058167452,0.021021171,0.277754433,0.07200757,2.35E-07,4.42E-06,0.009884244,0.022271993,0.023444406,0.004217414,0.000505683,0.455560527,88,108,85,16,184,0.000469152,3.64E-05,0.000695697,4.07E-05,0.000499587,2.52E-05,0.009257638
45,45,45,3.6,HRS005,65.52249075,66.13771084,9,133.2807,34.777,133.302,35.366,4.744,0.010869565,1.380510439,06:33:00,06:33:24,730,487,266,172,-6.535853978,0.084361954,0.033948285,0.457588911,0.113578519,5.56E-07,1.15E-05,0.056117087,0.074812263,0.041933399,0.006922539,0.000864166,0.515583068,53,127,58,69,296,0.000430456,3.79E-05,0.000355447,3.00E-05,0.000501786,3.32E-05,0.013426622
46,46,46,3.6,HRS021,48.91342872,49.73453035,9,133.1171,34.9529,133.302,35.366,6.434,1.5,3.201580301,06:33:00,06:33:20,690,460,230,141,-6.291747737,0.67856285,0.258464138,4.01301576,1.888819846,0.000172742,0.000665317,4.117048938,18.52179068,0.001994137,0.023505477,0.016051297,0.217650089,14,11,3,295,299,0.003396254,0.000215377,0.007772955,0.000598701,0.001244061,4.31E-05,0.107996632
47,47,47,3.6,OKY004,48.87847807,49.70015713,9,133.5018,34.9579,133.302,35.366,7.606,1.5,3.105867983,06:33:00,06:33:19,733,488,244,161,-8.882141399,1.289074478,0.049573519,0.745696345,0.355477732,5.96E-06,2.44E-05,0.265558054,0.242885812,0.01235513,0.005977985,0.003109954,0.029137795,14,39,64,299,299,0.000815256,5.36E-05,0.000667662,4.94E-05,0.000411615,2.73E-05,0.205162575
48,48,48,3.6,OKY005,55.62017295,56.3436211,9,133.7317,35.0098,133.302,35.366,2.492,1.5,1.470725926,06:33:00,06:33:22,464,309,155,92,-5.268546376,0.101533548,0.058950401,0.795286663,0.215742512,1.90E-06,3.47E-05,0.196587086,0.13168726,0.143059639,0.011380058,0.001188883,0.704230443,95,62,44,5,289,0.000607686,3.70E-05,0.000649617,3.89E-05,0.000373365,2.25E-05,0.016159566
51,51,51,3.6,TTR005,47.94682879,48.78420227,9,133.8253,35.429,133.302,35.366,4.252,1.5,3.199124501,06:33:00,06:33:19,330,220,110,106,-10.01932677,0.648267193,0.032586984,0.509347678,0.237711133,2.74E-06,1.06E-05,0.051223384,0.000661039,0.05098236,0.003133607,0.001985777,0.030371785,14,256,34,294,299,0.000566288,5.23E-05,0.000522332,2.93E-05,0.000506315,3.27E-05,0.103174928
54,54,54,3.6,HRS001,82.87412724,83.60096271,11,132.9018,35.0337,133.717,35.368,3.344,1.5,3.016870784,10:40:00,10:41:15,591,394,197,122,-4.460118149,0.142739368,0.099728415,1.338196562,0.742635869,2.29E-05,9.94E-05,1.257003154,0.066287567,0.042637233,0.02291468,0.004451854,1.008671818,2,17,16,4,296,0.000395697,3.34E-05,0.001398631,0.000116569,0.000445348,3.11E-05,0.022717676
57,57,57,3.6,TTR003,44.56779599,45.90521147,11,134.2075,35.3432,133.717,35.368,2.728,1.5,1.636042389,10:40:00,10:41:05,830,553,277,175,-6.405187843,0.065982426,0.03241589,0.410447212,0.111668794,7.11E-07,1.05E-05,0.032445239,0.035053878,0.029168075,0.005554271,0.001283576,0.528906196,196,127,280,85,299,0.00058424,2.27E-05,0.000776604,3.12E-05,0.000577638,3.14E-05,0.010501429
61,61,61,3.6,HRS021,38.65988969,39.93228106,10,133.1171,34.9529,133.422,35.195,6.568,1.5,3.184269986,20:04:00,20:05:03,690,460,230,141,-6.314068054,0.582644111,0.161564293,2.486786748,1.169607596,6.68E-05,0.000259948,1.62469036,1.153473916,6.349444457,0.015641364,0.010079607,0.168675158,174,54,2,280,299,0.001913103,0.000134188,0.00201917,0.000108443,0.003633978,0.000272069,0.09273069
62,62,62,3.6,TTR005,44.90154354,46.00161532,10,133.8253,35.429,133.422,35.195,2.672,1.5,2.22786001,20:04:00,20:05:05,330,220,110,106,-7.281751146,0.0968639,0.022035889,0.303089778,0.115194739,6.09E-07,4.84E-06,0.048094401,0.022437576,0.017882742,0.003975538,0.000879439,0.2578777,288,133,234,95,299,0.000568277,2.83E-05,0.000825493,4.58E-05,0.000823745,3.92E-05,0.015416369
84,84,84,3.6,SMN008,29.60462912,30.20652356,6,132.5308,34.8523,132.785,35.018,3.741,1.5,3.300511241,10:22:00,10:23:02,698,465,233,159,-9.503629656,0.987028714,0.046011315,0.725804727,0.350172936,5.82E-06,2.11E-05,0.124113898,0.091313681,0.009319751,0.00398149,0.002739396,0.025345197,5,11,72,279,299,0.000630117,4.38E-05,0.000574767,4.95E-05,0.000298673,1.54E-05,0.157090499
85,85,85,3.6,HRS006,109.2120408,109.6689102,10,132.4077,34.6659,133.38,35.24,3.153,0.010204082,1.392080251,08:30:00,08:31:21,719,480,240,145,-8.148166387,0.093964237,0.015974845,0.217777406,0.053703623,1.25E-07,2.55E-06,0.013385051,0.031736991,0.057313456,0.002856187,0.000333736,0.190987023,47,37,7,7,47,0.0033121,0.000142904,0.003260207,8.85E-05,0.005446305,0.000171248,0.014954873
86,86,86,3.6,HRS021,39.89009339,41.12443983,10,133.1171,34.9529,133.38,35.24,3.667,1.5,2.773957563,08:30:00,08:31:02,690,460,230,141,-7.453210838,0.101973734,0.0185675,0.278112775,0.116818908,6.72E-07,3.45E-06,0.029459185,0.177765031,0.162754928,0.003524106,0.001108709,0.21714033,297,268,295,296,298,0.001783169,2.86E-05,0.001851201,0.000137169,0.000767676,3.84E-05,0.016229624
87,87,87,3.6,SMN001,38.54237375,39.8185205,10,133.1612,35.5372,133.38,35.24,15.613,0.230769231,0.835665219,08:30:00,08:31:02,531,354,177,117,-5.881617935,0.138493173,0.038106142,0.363134149,0.070239878,2.57E-07,1.45E-05,0.059933499,0.028461427,0.118382412,0.011157692,0.000604723,0.50620434,250,288,266,253,250,0.000548463,2.99E-05,0.000598317,3.51E-05,0.000631808,3.68E-05,0.022041873
88,88,88,3.6,SMN003,26.93700799,28.73329774,10,133.0929,35.1795,133.38,35.24,7.062,3,2.431027661,08:30:00,08:30:58,544,363,181,102,-9.807509046,0.152916231,0.009796763,0.13573036,0.047245562,1.44E-07,9.59E-07,0.003147107,0.01340574,0.007041611,0.001405622,0.000509472,0.057755699,35,195,50,244,298,0.000508839,3.39E-05,0.000576043,3.62E-05,0.00069901,5.01E-05,0.024337374
89,89,89,3.6,SMN008,88.51356791,89.07666195,10,132.5308,34.8523,133.38,35.24,2.76,1.5,3.076598138,08:30:00,08:31:15,698,465,233,159,-9.672126932,1.08226393,0.037957108,0.561869891,0.263706731,3.44E-06,1.43E-05,0.107235289,0.07595733,0.035719368,0.004033021,0.002437129,0.023414082,10,206,21,275,299,0.000608572,4.04E-05,0.000456531,3.93E-05,0.00047813,4.24E-05,0.172247654
90,90,90,3.6,SMN016,51.59788928,52.55798872,10,132.8146,35.1957,133.38,35.24,3.151,1.5,3.038733388,08:30:00,08:31:05,432,288,144,86,-7.264316587,0.120781608,0.03896213,0.601898012,0.26744993,3.53E-06,1.51E-05,0.099489062,0.040963302,1.191347337,0.004774499,0.002402169,0.248374397,168,249,172,247,299,0.001837211,3.42E-05,0.001317031,4.24E-05,0.00168772,0.000112337,0.01922299
91,91,91,3.6,TTR006,37.68777351,38.99190008,10,133.6303,35.5106,133.38,35.24,4.84,1.5,2.195337675,08:30:00,08:31:01,457,304,228,151,-10.06541754,0.091183427,0.006296973,0.088973777,0.033372414,4.82E-08,3.95E-07,0.000933866,0.016818915,0.006708053,0.001006408,0.000212033,0.069348625,107,103,92,136,216,0.00052843,2.77E-05,0.001729803,4.72E-05,0.000980406,3.09E-05,0.014512293
94,94,94,3.6,HRS001,50.69417028,51.48688085,9,132.9018,35.0337,133.424,35.193,6.9,1.5,2.264963963,01:08:00,01:08:53,591,394,197,122,-4.803480031,0.12714961,0.064656757,0.808986917,0.362681059,5.43E-06,4.18E-05,0.376369246,0.21919128,0.07780696,0.016713879,0.002250786,0.825927795,1,33,23,3,297,0.000348866,2.05E-05,0.00074127,6.71E-05,0.00040296,3.65E-05,0.020236489
95,95,95,3.6,SMN001,45.08557365,45.97509056,9,133.1612,35.5372,133.424,35.193,14.017,1.5,1.918489935,01:08:00,01:08:52,531,354,177,117,-6.078105444,0.072101613,0.045658396,0.639718282,0.210235127,1.94E-06,2.08E-05,0.173681574,0.184303731,0.044418333,0.006782705,0.001674377,0.591068483,24,232,40,81,299,0.000471263,3.95E-05,0.000620179,4.82E-05,0.000584617,4.46E-05,0.011475328
97,97,97,3.6,HRS001,48.58211104,49.23638404,8,132.9018,35.0337,133.385,35.22,7.003,1.5,2.046802807,06:21:00,06:21:14,591,394,197,122,-5.803820315,0.107677955,0.039572543,0.526488625,0.197408309,1.66E-06,1.57E-05,0.109661632,0.034033221,0.494341944,0.009272147,0.001340365,0.541044988,1,24,49,3,283,0.00049773,3.37E-05,0.000627566,5.24E-05,0.000588593,3.14E-05,0.017137479
98,98,98,3.6,SMN004,44.64934111,45.36037545,8,132.9004,35.2881,133.385,35.22,3.41,1.5,3.229667022,06:21:00,06:21:13,438,292,157,91,-7.783554941,0.229091707,0.049065704,0.755527049,0.36365473,6.34E-06,2.40E-05,0.171138311,0.12083518,0.677919852,0.004607924,0.003013674,0.126379261,100,40,213,293,299,0.001056758,6.25E-05,0.001072238,5.70E-05,0.001568366,7.76E-05,0.036461078
99,99,99,3.6,SMN016,51.89320662,52.50623671,8,132.8146,35.1957,133.385,35.22,3.831,1.5,2.579177969,06:21:00,06:21:15,432,288,144,86,-6.774422784,0.142969736,0.041543512,0.580594993,0.263359967,2.91E-06,1.73E-05,0.109323323,0.043850657,0.135023103,0.007415162,0.001574971,0.325879021,45,119,68,4,298,0.000534845,4.47E-05,0.000424071,3.28E-05,0.000460104,2.83E-05,0.02275434
124,124,124,3.6,HRS001,48.48543773,49.50593573,10,132.9018,35.0337,133.35,35.27,8.638,1.5,2.680799617,10:44:00,10:44:37,591,394,197,122,-3.343299229,0.123415211,0.121010543,1.585344536,0.795766989,2.66E-05,0.000146319,1.326396712,0.246290438,0.52565627,0.031554178,0.004767267,1.606453103,5,35,19,3,289,0.000407654,3.35E-05,0.000695313,5.63E-05,0.000541398,2.58E-05,0.019642141
125,125,125,3.6,HRS005,55.18110483,56.07989239,10,133.2807,34.777,133.35,35.27,3.804,1.5,1.728432918,10:44:00,10:44:39,730,487,266,172,-3.950770447,0.116694745,0.081448293,0.993027764,0.343586824,5.02E-06,6.63E-05,0.555447335,0.537191082,0.108985632,0.025113483,0.002431178,1.352183137,12,53,22,10,299,0.00072654,4.17E-05,0.000753887,4.68E-05,0.000597138,4.07E-05,0.018572546
126,126,126,3.6,OKY005,45.18560905,46.27892895,10,133.7317,35.0098,133.35,35.27,3.403,1.5,3.257547335,10:44:00,10:44:36,464,309,155,92,-9.107320189,0.633850719,0.038851533,0.606466853,0.289738647,4.04E-06,1.50E-05,0.069335616,0.105816654,0.2154977,0.003769754,0.002283681,0.037368518,10,37,31,253,299,0.00074035,4.25E-05,0.00056783,3.55E-05,0.000921685,5.28E-05,0.100880475
127,127,127,3.6,SMN001,34.28657795,35.71511484,10,133.1612,35.5372,133.35,35.27,2.781,0.2,0.588674976,10:44:00,10:44:34,531,354,177,117,-6.24128885,0.09547294,0.031635441,0.426806933,0.040394419,8.78E-08,1.00E-05,0.022514151,0.052799234,0.089613026,0.007532508,0.000522078,0.495723118,13,25,293,243,250,0.000425797,3.23E-05,0.000526661,2.67E-05,0.00037028,1.89E-05,0.01519499
132,132,132,3.6,HRS001,47.16142927,48.6641594,12,132.9018,35.0337,133.317,35.288,3.857,1.5,2.976245824,14:22:00,14:22:58,591,394,197,122,-4.149135968,0.188785732,0.101166423,1.340328143,0.748077007,2.29E-05,0.000102127,1.230742311,0.286545661,0.676285814,0.027280444,0.004333988,0.907950422,3,71,11,6,294,0.000402931,2.68E-05,0.000570442,3.51E-05,0.000598591,4.68E-05,0.030046182
133,133,133,3.6,HRS002,43.85134569,45.46361753,12,133.2755,34.8951,133.317,35.288,4.777,1.5,3.198131066,14:22:00,14:22:57,833,555,278,175,-8.490732513,1.128622324,0.079153615,1.228148728,0.575957033,1.62E-05,6.24E-05,0.364665609,1.162742733,0.002794803,0.007197434,0.004888464,0.040069036,64,26,278,292,299,0.001215894,7.74E-05,0.00184529,0.00012081,0.00092223,2.61E-05,0.179625822
134,134,134,3.6,HRS005,56.91664862,58.16790258,12,133.2807,34.777,133.317,35.288,7.079,1.5,2.284646998,14:22:00,14:23:01,730,487,266,172,-5.63497849,0.125598244,0.056747212,0.777605412,0.319217932,4.24E-06,3.21E-05,0.210215089,0.126606273,0.059919117,0.011397055,0.002055692,0.570149773,117,135,28,8,299,0.000369461,2.95E-05,0.000498123,2.89E-05,0.000452877,3.28E-05,0.019989581
135,135,135,3.6,HRS021,41.46040896,43.16208418,12,133.1171,34.9529,133.317,35.288,5.018,1.5,2.766977709,14:22:00,14:22:57,690,460,230,141,-10.95483915,0.193735714,0.008199462,0.115506224,0.047413043,1.30E-07,6.69E-07,0.001760926,0.191348208,0.560600264,0.000998689,0.000448471,0.032389202,17,0,70,251,299,0.000435111,1.98E-05,0.001743245,0.000113944,0.000984217,6.32E-05,0.030833997
136,136,136,3.6,OKY001,39.04387913,40.84635232,12,133.7314,35.1945,133.317,35.288,8.488,1.5,3.131857722,14:22:00,14:22:56,344,229,128,69,-7.806495445,0.602049287,0.081132739,1.249865441,0.575043476,1.63E-05,6.55E-05,0.400601636,0.106706429,0.446133588,0.007810915,0.005090601,0.081517291,78,58,15,290,299,0.000892734,5.96E-05,0.000564669,2.49E-05,0.001081218,6.04E-05,0.09581912
137,137,137,3.6,OKY004,40.37043872,42.1161765,12,133.5018,34.9579,133.317,35.288,15.064,0.01,1.903985286,14:22:00,14:22:57,733,488,244,161,-6.097169003,0.105795806,0.049140114,0.657472317,0.230229225,2.22E-06,2.41E-05,0.320602282,0.361848092,0.167387033,0.008514573,0.001530481,0.505678275,2,122,15,5,297,0.000567183,5.24E-05,0.000589481,4.11E-05,0.000630203,4.43E-05,0.016837925
138,138,138,3.6,OKY005,48.77033155,50.22494639,12,133.7317,35.0098,133.317,35.288,3.224,0.107142857,1.344086513,14:22:00,14:22:59,464,309,155,92,-6.191086711,0.098355672,0.038355464,0.514986814,0.125531959,6.73E-07,1.47E-05,0.0812216,0.064482465,0.072872606,0.008205534,0.000755259,0.524188312,290,136,115,84,265,0.000680973,3.24E-05,0.000449926,2.71E-05,0.000414606,3.51E-05,0.015653791
139,139,139,3.6,OKY007,62.48101015,63.62292534,12,133.6121,34.7807,133.317,35.288,5.619,1.5,3.189097669,14:22:00,14:23:02,512,342,183,104,-9.055562913,1.056241431,0.055530932,0.858973797,0.404064162,7.91E-06,3.07E-05,0.176210368,0.869651426,0.037592537,0.005191616,0.003405431,0.030882981,227,207,202,299,299,0.000825117,7.93E-05,0.001446634,9.61E-05,0.000667977,2.71E-05,0.168106045
140,140,140,3.6,OKY009,81.67447602,82.55131758,12,134.0923,34.9176,133.317,35.288,3.663,1.5,3.231221104,14:22:00,14:23:07,602,401,201,119,-6.496941997,0.298206232,0.120085952,1.862695763,0.88779428,3.80E-05,0.000143612,0.930282524,15.93088247,1.770695086,0.010946168,0.007360434,0.230635018,102,2,63,293,299,0.001706879,0.000110525,0.005322286,0.00041261,0.002165065,0.000150864,0.047460996
141,141,141,3.6,SMN001,31.09956245,33.33440842,12,133.1612,35.5372,133.317,35.288,2.146,1.5,3.117778613,14:22:00,14:22:54,531,354,177,117,-9.686481241,1.046057155,0.03669222,0.565796084,0.259845294,3.30E-06,1.34E-05,0.088318335,0.018626569,0.017062072,0.00364649,0.002329344,0.02190279,162,67,265,278,299,0.000560118,4.29E-05,0.00038859,2.58E-05,0.000640654,4.91E-05,0.166485167
142,142,142,3.6,SMN002,30.40841518,32.69054472,12,133.0682,35.4714,133.317,35.288,4.295,1.5,3.108231611,14:22:00,14:22:53,184,123,81,49,-8.185658625,0.523633248,0.054707127,0.832478752,0.387515359,7.30E-06,2.98E-05,0.174037598,0.014692076,0.090815676,0.006113868,0.003218233,0.073361582,150,142,41,270,299,0.002516606,9.77E-05,0.00141367,9.80E-05,0.001285046,7.27E-05,0.08333882
144,144,144,3.6,TTR006,37.67036318,39.53550635,12,133.6303,35.5106,133.317,35.288,5.999,1.5,3.180467053,14:22:00,14:22:56,457,304,228,151,-8.095477664,0.468081321,0.053566796,0.823698115,0.385151752,7.32E-06,2.86E-05,0.178113344,2.678504414,0.041339526,0.005383343,0.003300609,0.072262109,235,274,245,249,299,0.000922115,5.60E-05,0.00246479,0.000156797,0.002482325,4.02E-05,0.074497456
153,153,153,3.7,HRS003,68.26438482,69.14496536,11,132.8418,34.8143,133.37,35.25,4.146,1.5,2.034248367,04:56:00,04:56:25,519,346,173,103,-5.755611814,0.113884925,0.047413418,0.604705393,0.241091593,2.36E-06,2.25E-05,0.163371343,0.221340178,0.464109819,0.010415261,0.001282811,0.574624055,23,78,35,25,264,0.000275132,1.81E-05,0.000496249,2.94E-05,0.000478004,2.89E-05,0.018125349
154,154,154,3.7,HRS006,109.1276548,109.6806503,11,132.4077,34.6659,133.37,35.25,2.952,3,1.527816444,04:56:00,04:56:36,719,480,240,145,-7.855982894,0.102420227,0.02352196,0.332855845,0.091342117,3.27E-07,5.53E-06,0.09004057,0.018688488,0.092697131,0.00344659,0.000535093,0.211438339,97,47,37,108,252,0.002801573,7.26E-05,0.003806467,9.12E-05,0.005681908,0.000111189,0.016300685
155,155,155,3.7,HRS021,40.25784645,41.73360997,11,133.1171,34.9529,133.37,35.25,8.965,1.5,3.106616265,04:56:00,04:56:17,690,460,230,141,-8.796037457,1.435473121,0.058532752,0.89826846,0.41328041,8.33E-06,3.41E-05,0.230173051,0.547439882,0.005181887,0.006150687,0.00371964,0.026922069,2,3,285,296,299,0.000782173,4.64E-05,0.001007435,6.96E-05,0.000421025,2.15E-05,0.228462643
156,156,156,3.7,OKY005,42.37137158,43.77594236,11,133.7317,35.0098,133.37,35.25,6.089,0.088235294,0.425019646,04:56:00,04:56:17,464,309,155,92,-4.847192993,0.056433546,0.041028468,0.555178671,0.042092356,7.65E-08,1.67E-05,0.04682285,0.05569355,0.054861873,0.009754537,0.000364613,1.086048385,54,64,70,55,298,0.000519376,3.14E-05,0.000609836,4.85E-05,0.000449507,2.55E-05,0.008981678
157,157,157,3.7,SMN001,37.12243375,38.71789105,11,133.1612,35.5372,133.37,35.25,7.353,1.5,3.259820937,04:56:00,04:56:16,531,354,177,117,-9.119901392,0.967128907,0.058763062,0.924612121,0.440957643,9.26E-06,3.44E-05,0.191849965,0.018894091,0.003872971,0.005474352,0.003538046,0.035565445,21,178,154,297,299,0.000835956,5.62E-05,0.001224659,5.78E-05,0.001419118,3.66E-05,0.153923346
158,158,158,3.7,SMN003,26.36574691,28.5683848,11,133.0929,35.1795,133.37,35.25,11.776,1.5,3.198477764,04:56:00,04:56:09,544,363,181,102,-9.2574967,1.178075694,0.048632207,0.752565352,0.358048521,6.10E-06,2.35E-05,0.166746553,0.144817361,0.05298049,0.00495191,0.003027353,0.026410672,80,114,96,295,299,0.000715805,5.33E-05,0.00069178,4.46E-05,0.000442229,3.68E-05,0.18749657
159,159,159,3.7,SMN008,88.26735097,88.95012786,11,132.5308,34.8523,133.37,35.25,2.899,0.010948905,0.473548241,04:56:00,04:56:30,698,465,233,159,-5.435890082,0.080939243,0.049272478,0.641862511,0.053959987,1.38E-07,2.43E-05,0.05415368,0.094562686,0.039771212,0.009524183,0.000484596,0.739347259,47,156,88,49,294,0.000523497,2.81E-05,0.000538905,2.90E-05,0.000524707,3.17E-05,0.012881881
160,160,160,3.7,TTR006,37.37101538,38.95629334,11,133.6303,35.5106,133.37,35.25,7.403,0.010135135,1.305601008,04:56:00,04:56:16,457,304,228,151,-6.485965085,0.108354002,0.037720459,0.503910406,0.121688618,6.13E-07,1.42E-05,0.084376913,0.149697459,0.227920355,0.006639834,0.001147508,0.385027856,260,116,295,261,299,0.000390518,2.54E-05,0.001249814,8.12E-05,0.000945975,6.24E-05,0.017245075
163,163,163,3.6,HRS001,56.80063417,58.05438866,12,132.9018,35.0337,133.402,35.34,9.527,0.01,2.439045779,06:13:00,06:13:33,591,394,197,122,-11.45601687,0.243985821,0.006039457,0.087095588,0.034102704,5.50E-08,3.65E-07,0.001398305,0.473242884,0.026238481,0.000777158,0.000252645,0.020013569,170,120,248,262,215,0.000432521,2.84E-05,0.004434797,0.000291802,0.000523606,3.49E-05,0.038831549
164,164,164,3.6,HRS021,50.23688768,51.65021668,12,133.1171,34.9529,133.402,35.34,3.245,3,2.694754864,06:13:00,06:13:25,690,460,230,141,-10.84216518,0.421812389,0.013539128,0.20749302,0.084317145,3.36E-07,1.83E-06,0.063815791,8.903622718,0.005694175,0.001288331,0.000516072,0.019190575,189,1,251,113,154,0.000742671,5.76E-05,0.002752634,0.000195693,0.000336872,2.31E-05,0.067133527
165,165,165,3.6,OKY001,34.00115029,36.05659747,12,133.7314,35.1945,133.402,35.34,5.032,1.5,3.201865006,06:13:00,06:13:22,344,229,128,69,-6.795148825,0.888481836,0.138662905,2.142739935,1.015400587,4.97E-05,0.000191473,1.297313127,0.127587948,0.373098436,0.01304464,0.008627206,0.092249368,199,194,197,297,299,0.00149564,0.000112096,0.000579189,5.25E-05,0.000986538,7.22E-05,0.141406276
166,166,166,3.6,SMN001,30.93093356,33.17714048,12,133.1612,35.5372,133.402,35.34,6.463,0.01,1.921084435,06:13:00,06:13:26,531,354,177,117,-5.7071782,0.071003016,0.056816802,0.761421789,0.259893404,2.98E-06,3.19E-05,0.113598851,0.118694902,0.238896974,0.009071354,0.001757199,0.80274049,295,289,71,299,284,0.000507992,3.31E-05,0.000624951,3.72E-05,0.000457882,3.32E-05,0.011300481
